id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
3285,VA1D,small_airport,Muirpur Airport,24.125.200.271.606.400,8.304.060.363.769.530,1122,AS,India,IN,Uttar Pradesh,IN-UP,UP,,0,VA1D,,VA1D,,,,50,2008-06-13T14:30:04+00:00
26561,VIJN,small_airport,Jhansi Airport,25.491.199,78.558.403,801,AS,India,IN,Uttar Pradesh,IN-UP,UP,,0,VIJN,,,,https://en.wikipedia.org/wiki/Jhansi_Airstrip,,50,2024-05-18T23:51:55+00:00
46556,IN-0033,small_airport,Aamby Valley Airport,18.609.617,73.377.583,2262,AS,India,IN,Maharashtra,IN-MM,MM,Aamby Valley City,0,VAAV,,,,https://en.wikipedia.org/wiki/Aamby_Valley_Airport,,50,2021-05-02T09:45:46+00:00
3337,VI90,small_airport,Akbarpur Mahamaya Rajkiya Airport,26.447.599,82.568.199,288,AS,India,IN,Uttar Pradesh,IN-UP,UP,Akbarpur,0,VI90,,VI90,,,,50,2021-03-09T11:52:40+00:00
317900,IN-0096,small_airport,Akli Airport,258.077,702.943,230,AS,India,IN,Rajasthan,IN-RJ,RJ,Akli,0,,,,,,,50,2016-05-15T15:58:47+00:00
3292,VA1L,small_airport,Amla Airport,21.926.399,78.113.602,2435,AS,India,IN,Madhya Pradesh,IN-MP,MP,Amla,0,VA1L,,VA1L,,,,50,2021-03-05T16:06:13+00:00
299082,IN-0065,small_airport,Amravati (Belora) Airstrip,20.813.348.511.599.900,7.771.790.742.870.000,1125,AS,India,IN,Maharashtra,IN-MM,MM,Amravati,0,,,,,https://en.wikipedia.org/wiki/Amravati_Airport,,50,2012-06-02T11:54:13+00:00
301049,IN-0073,small_airport,Savitri Jindal Airport,20.910.055,85.036.669,623,AS,India,IN,Odisha,IN-OR,OR,Angul,0,,,,,,,50,2022-08-11T10:09:02+00:00
26601,VOAR,small_airport,INS Rajali / Arakkonam Naval Air Station,130.712,796.912,265,AS,India,IN,Tamil Nadu,IN-TN,TN,Arakkonam,0,VOAR,,,,https://en.wikipedia.org/wiki/Arakkonam_Naval_Air_Station,"Arkonam, Arakkonam",50,2021-01-25T19:32:38+00:00
26541,VIAW,small_airport,Awantipura Air Force Station,33.876.598,749.757,5393,AS,India,IN,Jammu and Kashmir,IN-JK,JK,Awantipura,0,VIAW,,,,https://en.wikipedia.org/wiki/Awantipur_Air_Force_Station,"Awantipora, Awantipur",50,2024-05-18T23:51:05+00:00
525150,VEAH,small_airport,Azamgarh Airport,26.153.333,83.118.333,250,AS,India,IN,Uttar Pradesh,IN-UP,UP,Azamgarh,0,VEAH,AZH,,,https://en.wikipedia.org/wiki/Azamgarh_Airport,,50,2024-04-09T11:22:12+00:00
429854,IN-0360,small_airport,Dinjan Airfield,2.753.606,952.682,390,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Baghbari Gaon,0,,,,,https://en.wikipedia.org/wiki/Dinjan_Airfield,,50,2022-09-15T21:13:51+00:00
3316,VE62,small_airport,Cuttack Airport,20.549.601,85.886.299,115,AS,India,IN,Odisha,IN-OR,OR,Bandalo,0,VE62,,VE62,,,,50,2022-08-11T10:26:51+00:00
429736,VI00,small_airport,Saifai Airport,269.202,7.906.277,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Barauli Khurd,0,VI00,,,,https://en.wikipedia.org/wiki/Saifai_Airstrip,,50,2022-09-09T15:39:59+00:00
300449,IN-0067,small_airport,Ulao Aerodrome,2.542.788,8.608.819,,AS,India,IN,Bihar,IN-BR,BR,Begusarai,0,,,,,,,50,2022-09-09T16:03:48+00:00
429738,IN-0343,small_airport,Benti Airstrip,2.567.292,8.149.592,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Benti,0,,,,,,,50,2022-09-09T15:53:02+00:00
340009,VEBM,small_airport,Berhampur Airport,192.975,84.876.944,,AS,India,IN,Odisha,IN-OR,OR,Berhampur (Brahmapur),0,VEBM,,,,https://en.wikipedia.org/wiki/Rangeilunda_Airport,,50,2024-05-18T23:49:48+00:00
3336,VI88,small_airport,Beas Airport,31.559.999,75.341.301,741,AS,India,IN,Punjab,IN-PB,PB,Bhaini,0,VI88,,VI88,,,Jallowal Airport,50,2022-09-19T14:22:14+00:00
429740,IN-0345,small_airport,Andhau Airfield,256.155,8.356.064,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Biraich,0,,,,,,,50,2022-09-09T15:59:11+00:00
26495,VECA,small_airport,Chabua Air Force Station,274.622,95.117.699,367,AS,India,IN,Assam,IN-AS,AS,Chabua,0,VECA,,,,https://en.wikipedia.org/wiki/Chabua_Air_Force_Station,,50,2022-09-15T11:38:04+00:00
26630,VOTX,small_airport,Tambaram Air Force Station,12.9072,80.121.902,90,AS,India,IN,Tamil Nadu,IN-TN,TN,Chennai,0,VOTX,,,,https://en.wikipedia.org/wiki/Tambaram_Air_Force_Station,,50,2024-05-18T23:54:01+00:00
3335,VI82,small_airport,Maa Ganga Airport Uttarkashi,30.582.583,78.323.164,2983,AS,India,IN,Uttarakhand,IN-UT,UT,Chinyalisour,0,VI82,,VI82,,,Bharkot,50,2022-08-10T14:27:34+00:00
525147,VECT,small_airport,Chitrakoot Airport,25.167.694,809.358,1050,AS,India,IN,Uttar Pradesh,IN-UP,UP,Chitrakoot,0,VECT,CWK,,,https://en.wikipedia.org/wiki/Chitrakoot_Airport,,50,2024-04-09T10:57:11+00:00
342197,IN-0279,small_airport,Chushul Airstrip,3.355.493,7.872.214,14213,AS,India,IN,Ladakh,IN-LA,LA,Chushul,0,,,,,,,50,2022-09-19T14:12:02+00:00
26497,VECO,small_airport,Cooch Behar Airport,263.305,89.467.201,138,AS,India,IN,West Bengal,IN-WB,WB,Cooch Behar,0,VECO,COH,,,https://en.wikipedia.org/wiki/Cooch_Behar_Airport,,50,2024-04-07T15:58:40+00:00
517212,IN-0373,small_airport,Tarpura Airfield,27.729.912,7.524.086,1434,AS,India,IN,Rajasthan,IN-RJ,RJ,Dadiya,0,,,,,,,50,2023-12-16T14:30:05+00:00
508628,IN-0367,small_airport,Dahod Helipad,22.874.296,74.243.247,860,AS,India,IN,Gujarat,IN-GJ,GJ,Dahod,0,,,JLG,,,,50,2023-05-16T18:49:58+00:00
44474,VEDZ,small_airport,Daporijo Airport,27.985.500.335.699.900,9.422.280.120.850.000,750,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Daporijo,0,VEDZ,DEP,,,https://en.wikipedia.org/wiki/Daporijo_Airport,"Deparijo, Daparizo, Deparizo, DAE",50,2014-08-29T01:01:59+00:00
26442,VADS,small_airport,Deesa Airport,242.679,72.204.399,485,AS,India,IN,Gujarat,IN-GJ,GJ,Deesa,0,VADS,,,,https://en.wikipedia.org/wiki/Deesa_Airport,"Disa, Palanpur",50,2021-01-25T21:35:57+00:00
342873,IN-0283,small_airport,Therubali Aerodrome,1.934.564,8.343.444,830,AS,India,IN,Odisha,IN-OR,OR,Deopur,0,,,,,,,50,2021-04-12T21:26:02+00:00
336938,IN-0102,small_airport,Mandla Airstrip,22.500.929,80.331.195,,AS,India,IN,Madhya Pradesh,IN-MP,MP,Dhenko,0,,,,,,,50,2020-10-21T16:42:26+00:00
32589,VODK,closed,Dunakonda Airport,158.063,794.882,472,AS,India,IN,Andhra Pradesh,IN-AP,AP,Dunakonda,0,,,,,https://en.wikipedia.org/wiki/Donakonda_Airport,"VODK, VODK",50,2015-05-13T05:54:06+00:00
26560,VIHX,small_airport,Halwara Air Force Station,30.748.501,75.629.799,790,AS,India,IN,Punjab,IN-PB,PB,Halwara,0,VIHX,,,,https://en.wikipedia.org/wiki/Halwara_Air_Force_Station,Ludhiana International Airport,50,2021-03-12T13:44:57+00:00
309944,IN-0089,small_airport,Noamundi Airport,22.192.222,85.548.889,1402,AS,India,IN,Jharkhand,IN-JH,JH,Itarbalijor,0,,,,,,,50,2022-08-11T10:11:59+00:00
32183,VEJP,small_airport,Jeypore Airport,18.879.999,82.552.002,1952,AS,India,IN,Odisha,IN-OR,OR,Jeypore,0,VEJP,PYB,,,https://en.wikipedia.org/wiki/Jeypore_Airport,"Jeypur, Jaypur",50,2024-04-07T16:01:07+00:00
311049,IN-0092,closed,Sukinda Airstrip,21.031.944,85.753.889,400,AS,India,IN,Odisha,IN-OR,OR,Kaliapani,0,,,,,,,50,2022-08-11T10:07:27+00:00
3327,VI65,small_airport,Kargil Airport,345.243,76.155.899,9604,AS,India,IN,Ladakh,IN-LA,LA,Kargil,0,VI65,,VI65,,https://en.wikipedia.org/wiki/Kargil_Airport,,50,2022-09-19T14:08:59+00:00
3317,VE67,small_airport,Mechuka Advanced Landing Ground,28.602.458,94.126.139,7900,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Kargong,0,VE67,,VE67,,,,50,2021-12-21T18:04:50+00:00
308281,IN-0085,small_airport,Fury Airport,26.434.072,73.101.472,768,AS,India,IN,Rajasthan,IN-RJ,RJ,"Karwar, Jodhpur",0,VAJO,,,,,,50,2022-06-20T02:26:50+00:00
46624,IN-0061,small_airport,Khandwa Airport,21.857.117,76.336.956,1079,AS,India,IN,Madhya Pradesh,IN-MP,MP,Khandwa,0,VAKD,,,,,,50,2024-04-10T18:08:35+00:00
517010,IN-0370,small_airport,Gunna Ka Pura,2.665.022,77.792.484,791,AS,India,IN,Rajasthan,IN-RJ,RJ,Khanpura,0,,,,,,,50,2023-12-13T13:07:23+00:00
3328,VI66,small_airport,Fukche Advanced Landing Ground,32.937.401,79.213.203,13700,AS,India,IN,Ladakh,IN-LA,LA,Koyul,0,VI66,,VI66,,,,50,2022-09-19T14:15:47+00:00
32576,VILP,small_airport,Lalitpur Airport,24.716.999.053.955.000,7.841.699.981.689.450,1204,AS,India,IN,Uttar Pradesh,IN-UP,UP,Lalitpur,0,VILP,,,,,,50,2008-06-13T14:30:04+00:00
26544,VIBL,small_airport,Bakshi Ka Talab Air Force Station,269.883,80.893.097,385,AS,India,IN,Uttar Pradesh,IN-UP,UP,Lucknow,0,VIBL,,,,https://en.wikipedia.org/wiki/Lucknow_Air_Force_Station,,50,2024-05-18T23:51:17+00:00
300448,IN-0066,small_airport,Madhubani Airport,26.329.167,86.06,,AS,India,IN,Bihar,IN-BR,BR,Madhubani,0,,,,,,,50,2022-09-09T16:04:13+00:00
348753,IN-0300,small_airport,Viraf Airstrip,17.728.462,78.700.909,2010,AS,India,IN,Telangana,IN-TG,TG,Mamidiyal,0,,,,,,,50,2021-10-13T23:51:27+00:00
340180,IN-0176,small_airport,Mandvi Airport,2.283.932,6.930.498,,AS,India,IN,Gujarat,IN-GJ,GJ,Mandvi,0,,,,,,,50,2021-01-25T21:33:20+00:00
429737,IN-0342,small_airport,Marhamtabad Airport,2.658.182,7.996.797,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Marhamtabad,0,,,,,https://en.wikipedia.org/wiki/Marhamtabad_Airstrip,,50,2022-09-09T15:50:25+00:00
341899,IN-0252,heliport,Mau Heliport,25.913.982,83.561.476,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Mau,0,,,,,,,50,2022-09-09T15:58:31+00:00
3298,VA2B,small_airport,Dr. Bhimrao Ambedkar Airstrip,28.904.933,77.677.524,732,AS,India,IN,Uttar Pradesh,IN-UP,UP,Meerut,0,VA2B,,VA2B,,,,50,2022-09-20T16:44:21+00:00
340181,IN-0177,small_airport,Mehsana Airport,2.360.118,7.237.399,,AS,India,IN,Gujarat,IN-GJ,GJ,Mehsana,0,,,,,,,50,2021-01-25T21:32:54+00:00
331217,IN-0106,small_airport,Mithapur Airport,22.412.068,68.993.632,11,AS,India,IN,Gujarat,IN-GJ,GJ,Mithapur,0,,,,,,VA86,50,2019-05-12T11:33:33+00:00
356352,IN-0341,small_airport,Mohammadabad Airport,27.316.258,79.451.555,,AS,India,IN,Uttar Pradesh,IN-UP,UP,Mohammadabad,0,,,,,,VAMH,50,2022-08-27T01:32:38+00:00
340182,VAMA,small_airport,Mundra Airport,22.834.795,69.765.408,,AS,India,IN,Gujarat,IN-GJ,GJ,Mundra,0,VAMA,,,,https://en.wikipedia.org/wiki/Mundra_Airport,,50,2024-05-18T23:48:33+00:00
3338,VO26,small_airport,Kovilpatti Airport,915.389,77.821.198,325,AS,India,IN,Tamil Nadu,IN-TN,TN,Nallatinputhur,0,VO26,,VO26,,,,50,2021-01-25T19:59:16+00:00
342093,IN-0276,small_airport,Navi Mumbai International Airport (under construction),189.918,73.063,184,AS,India,IN,Maharashtra,IN-MM,MM,Navi Mumbai,0,,NMI,,,https://en.wikipedia.org/wiki/Navi_Mumbai_International_Airport,D. B. Patil,50,2024-05-23T12:52:24+00:00
26515,VENP,small_airport,Nawapara Airport,20.870.001,825.196,1058,AS,India,IN,Chhattisgarh,IN-CT,CT,Nawapara,0,VENP,,,,https://en.wikipedia.org/wiki/Nuapada_Airstrip,,50,2024-05-18T23:50:36+00:00
42723,IN-NVY,small_airport,Neyveli Airport,11.612.956,79.527.382,184,AS,India,IN,Tamil Nadu,IN-TN,TN,Neyveli,0,VONV,NVY,,,https://en.wikipedia.org/wiki/Neyveli_Airport,,50,2024-04-07T16:07:08+00:00
42716,IN-0003,small_airport,Daulat Beg Oldi Advanced Landing Ground,35.396.467,77.928.965,16200,AS,India,IN,Ladakh,IN-LA,LA,Nubra,0,,,,,https://en.wikipedia.org/wiki/Daulat_Beg_Oldi_Advanced_Landing_Ground,,50,2022-09-19T14:09:44+00:00
350876,IN-0302,small_airport,Nyoma Airstrip,3.316.913,7.872.971,13589,AS,India,IN,Ladakh,IN-LA,LA,Nyoma,0,,,,,,,50,2022-09-19T14:11:16+00:00
314033,OMN,small_airport,Osmanabad Airport,18.281,760.574,2277,AS,India,IN,Maharashtra,IN-MM,MM,Osmanabad,0,,OMN,,,https://en.wikipedia.org/wiki/Osmanabad_Airport,,50,2015-03-13T12:40:34+00:00
429741,IN-0346,small_airport,Bihta Air Force Station,2.559.124,8.488.312,,AS,India,IN,Bihar,IN-BR,BR,Patna,0,,,,,https://en.wikipedia.org/wiki/Bihta_Air_Force_Station,,50,2022-09-09T16:01:15+00:00
26553,VIDF,small_airport,Pithoragarh Airport,29.593.599,80.239.197,4910,AS,India,IN,Uttarakhand,IN-UT,UT,Pithoragarh,0,VIDF,,,,https://en.wikipedia.org/wiki/Pithoragarh_Airport,,50,2024-05-18T23:51:41+00:00
311989,IN-0088,small_airport,Poonch Airport,3.376.875,74.083.753,3219,AS,India,IN,Jammu and Kashmir,IN-JK,JK,Poonch,0,,,,,https://en.wikipedia.org/wiki/Poonch_Airport,Punch,50,2014-05-24T10:27:33+00:00
356132,IN-0338,small_airport,Birasal Airport,2.098.366,85.681.622,240,AS,India,IN,Odisha,IN-OR,OR,Rahani,0,,,,,,,50,2022-08-11T10:06:37+00:00
32215,IN-RJI,small_airport,Rajouri Airport,33.377.899,74.315.201,3000,AS,India,IN,Jammu and Kashmir,IN-JK,JK,Rajouri,0,,RJI,,,https://en.wikipedia.org/wiki/Rajouri_Airport,Rajauri,50,2024-05-18T16:11:58+00:00
313997,VORG,small_airport,Basanth Nagar Airport,18.701,793.923,670,AS,India,IN,Telangana,IN-TG,TG,Ramagundam,0,VORG,RMD,,,https://en.wikipedia.org/wiki/Ramagundam_Airport,,50,2019-11-25T04:02:18+00:00
32591,VORM,small_airport,Ramnad Naval Air Station,932.509,78.971.497,16,AS,India,IN,Tamil Nadu,IN-TN,TN,Ramnad,0,VORM,,,,https://en.wikipedia.org/wiki/INS_Parundu,Ramanathapuram,50,2024-05-18T23:53:38+00:00
30356,VERU,small_airport,Rupsi Airport,26.141.867,89.907.892,131,AS,India,IN,Assam,IN-AS,AS,Rupsi,0,VERU,RUP,,,https://en.wikipedia.org/wiki/Rupsi_Airport,,50,2024-04-07T16:02:23+00:00
311047,IN-0091,small_airport,Saharsa Airport,25.892.205,86.583.016,,AS,India,IN,Bihar,IN-BR,BR,Saharsa,0,,,,,,Saharsha,50,2022-09-09T16:05:08+00:00
26503,VEHK,small_airport,Hirakud Airport,215.802,84.005.699,658,AS,India,IN,Odisha,IN-OR,OR,Sambalpur,0,VEHK,,,,https://en.wikipedia.org/wiki/Hirakud_Airstrip,,50,2024-05-18T23:50:22+00:00
26577,VISP,small_airport,Sarsawa Air Force Station,29.994.303,7.742.456,891,AS,India,IN,Uttar Pradesh,IN-UP,UP,Sherpur Naqeebpur,0,VISP,SWN,,,https://en.wikipedia.org/wiki/Sarsawa_Air_Force_Station,Sarsawan,50,2024-09-06T22:46:26+00:00
46625,IN-0062,small_airport,Shirpur Airport,213.239.987.933,749.567.341.805,,AS,India,IN,Maharashtra,IN-MM,MM,Shirpur,0,,,,,,"Shirpur, Dhule",50,2010-12-27T06:30:01+00:00
3308,VE24,small_airport,Sookerating (Doomdooma) Airport,275.529,95.570.602,400,AS,India,IN,Assam,IN-AS,AS,Sokriting T.E.,0,VE24,,VE24,,,,50,2022-09-15T11:19:47+00:00
32433,IN-TEI,small_airport,Tezu Airport,279.412.002.563,961.343.994.141,800,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Tezu,0,VETJ,TEI,,,https://en.wikipedia.org/wiki/Tezu_Airport,Teju New Airport,50,2013-02-21T14:47:06+00:00
350890,IN-0307,small_airport,Tuting Advanced Landing Ground,2.898.876,9.489.863,1562,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Tuting,0,VETU,,,,https://en.wikipedia.org/wiki/Tuting_Advanced_Landing_Ground,Tuting Airport and Heliport,50,2022-09-15T11:01:43+00:00
3318,VE85,small_airport,Bentayan Airport,2.309.510.040.283.200,7.588.529.968.261.710,1666,AS,India,IN,Madhya Pradesh,IN-MP,MP,Ujjain,0,,,,,,VE85,50,2009-01-30T17:01:23+00:00
46640,IN-0064,small_airport,Umaria Air Field,235.325.139.099,8.080.821.990.970.000,1510,AS,India,IN,Madhya Pradesh,IN-MP,MP,Umaria,0,,,,,,,50,2011-01-22T04:42:50+00:00
319166,IN-0101,small_airport,Vanasthali Airport,26.407.627,75.870.128,,AS,India,IN,Rajasthan,IN-RJ,RJ,Vanasthali,0,,,,,,,50,2016-06-28T04:47:31+00:00
32592,VOVR,small_airport,Vellore Airport,12.9088,79.066.803,764,AS,India,IN,Tamil Nadu,IN-TN,TN,Vellore,0,VOVR,,,,https://en.wikipedia.org/wiki/Vellore_Airport,,50,2024-05-18T23:54:13+00:00
46557,IN-0034,small_airport,Vijay Nagar Airport,198.841,7.384.056.666.670.000,,AS,India,IN,Maharashtra,IN-MM,MM,Vijay Nagar,0,,,,,,,50,2010-12-29T19:02:57+00:00
32647,VOWA,small_airport,Warangal Airport,179.144,79.602.203,935,AS,India,IN,Telangana,IN-TG,TG,Warangal,0,VOWA,WGC,,http://aai.aero/allAirports/warrangal.jsp,https://en.wikipedia.org/wiki/Warangal_Airport,"Mamnoor, Warrangal",50,2021-10-13T23:49:18+00:00
35129,IN-0001,heliport,Siachen Base Camp Heliport,35.194.275,77.213.051,11693,AS,India,IN,Ladakh,IN-LA,LA,Nubra,0,,,,,,,25,2022-09-19T14:23:28+00:00
35130,IN-0002,heliport,Tawang Air Force Station,27.588.732,91.877.439,8756,AS,India,IN,Arunachal Pradesh,IN-AR,AR,Tawang,0,,,,,,,25,2022-12-20T14:22:26+00:00
42729,IN-0008,heliport,Kavaratti Helipad,10.541.667.938.232.400,7.261.604.309.082.030,,AS,India,IN,Lakshadweep,IN-LD,LD,,0,,,,,,,0,2008-12-10T03:41:20+00:00
44475,IN-0014,closed,Koirengei Airstrip,24.872.459.411.621.000,939.256.820.678.711,,AS,India,IN,Manipur,IN-MN,MN,,0,,,,,,,0,2009-06-14T05:07:52+00:00
46551,IN-0028,heliport,Pukpui Helipad,22.942.266.666.699.900,9.276.885,,AS,India,IN,Mizoram,IN-MZ,MZ,,0,,,,,,"Lunglei,helipad",0,2010-11-11T12:33:22+00:00
46554,IN-0031,heliport,Vairengte Helipad,24.478.916.666.699.900,927.539.333.333,,AS,India,IN,Mizoram,IN-MZ,MZ,,0,,,,,,,0,2010-11-11T13:09:24+00:00
312280,IN-0094,closed,no airport,2.046.668.667,8.348.333.056,,AS,India,IN,Odisha,IN-OR,OR,,0,,,,,,,0,2015-03-17T08:40:19+00:00
308280,IN-0084,closed,Salwas,26.141.647,73.097.062,,AS,India,IN,Rajasthan,IN-RJ,RJ,,0,,,,,,,0,2013-02-19T02:53:31+00:00
46283,IN-0017,closed,Dudhkundi Airfield,223.245.915.688,8.710.741.996.770.000,,AS,India,IN,West Bengal,IN-WB,WB,,0,,,,,https://en.wikipedia.org/wiki/Dudhkundi_Airfield,,0,2010-03-15T05:55:42+00:00
46284,IN-0018,closed,Piardoba Airfield,229.895.085.468,872.995.948.792,,AS,India,IN,West Bengal,IN-WB,WB,,0,,,,,https://en.wikipedia.org/wiki/Piardoba_Airfield,,0,2010-03-15T06:01:46+00:00
302122,IN-0078,closed,Bishnupur Airfield,230.339.266.917,8.735.486.984.250.000,,AS,India,IN,West Bengal,IN-WB,WB,,0,,,,,,,0,2012-07-21T00:50:39+00:00
302134,IN-0079,closed,Guskhara Airfield,23.471.667,87.794.167,,AS,India,IN,West Bengal,IN-WB,WB,,0,,,,,https://en.wikipedia.org/wiki/Guskhara_Airfield,,0,2012-07-21T01:08:26+00:00
302135,IN-0080,closed,Pandaveswar Airfield,23.641.300.520.900.000,87.348.690.033,,AS,India,IN,West Bengal,IN-WB,WB,,0,,,,,https://en.wikipedia.org/wiki/Pandaveswar_Airfield,,0,2012-07-21T01:13:06+00:00
341667,IN-0182,heliport,Abohar Heliport,3.016.081,741.768,,AS,India,IN,Punjab,IN-PB,PB,Abohar,0,,,,,,,0,2021-03-05T11:31:52+00:00
341743,IN-0185,closed,Adilabad Airfield,19.664.765,78.549.511,,AS,India,IN,Telangana,IN-TG,TG,Adilabad,0,,,,,,,0,2021-03-08T10:19:53+00:00
341744,IN-0186,heliport,Shanti Nagar Heliport,19.662.823,78.538.564,,AS,India,IN,Telangana,IN-TG,TG,Adilabad,0,,,,,,,0,2021-03-08T10:21:00+00:00
341745,IN-0187,heliport,Adilabad Heliport,19.662.494,78.548.462,,AS,India,IN,Telangana,IN-TG,TG,Adilabad,0,,,,,,,0,2021-03-08T10:21:53+00:00
340168,IN-0164,heliport,Adiudupi Heliport,133.488,7.473.095,,AS,India,IN,Karnataka,IN-KA,KA,Adiudupi,0,,,,,,,0,2021-01-25T21:15:15+00:00
42721,IN-0005,closed,Kayathar Airstrip,8.970.609,77.816.847,,AS,India,IN,Tamil Nadu,IN-TN,TN,Ahilandapuram,0,,,,,,,0,2021-01-25T20:00:01+00:00
341798,IN-0212,heliport,SVP Hospital Helipad,23.019.684,72.571.711,,AS,India,IN,Gujarat,IN-GJ,GJ,Ahmedabad,0,,,,,,,0,2021-03-08T16:22:31+00:00
528562,IN-0377,heliport,Narendra Modi Stadium Heliport,23.096.266,7.260.104,269,AS,India,IN,Gujarat,IN-GJ,GJ,Ahmedabad,0,,,,,,,0,2024-05-12T10:41:37+00:00
341816,IN-0229,heliport,CQAV Heliport,1.911.263,74.740.041,,AS,India,IN,Maharashtra,IN-MM,MM,Ahmednagar,0,,,,,,,0,2021-03-08T16:51:20+00:00
341817,IN-0230,heliport,Ahmednagar Police Heliport,19.100.453,7.473.498,,AS,India,IN,Maharashtra,IN-MM,MM,Ahmednagar,0,,,,,,,0,2021-03-08T16:52:11+00:00
341818,IN-0231,heliport,DMR Area Heliport,19.070.711,74.787.925,,AS,India,IN,Maharashtra,IN-MM,MM,Ahmednagar,0,,,,,,,0,2021-03-08T16:52:56+00:00
341819,IN-0232,heliport,ACC&S Heliport,19.084.887,74.777.932,,AS,India,IN,Maharashtra,IN-MM,MM,Ahmednagar,0,,,,,,,0,2021-03-08T16:54:47+00:00
46550,IN-0027,heliport,Thuampui Helipad,23.745.644,92.736.828,3214,AS,India,IN,Mizoram,IN-MZ,MZ,Aizawl,0,,,,,,Zemabawk Helipad,0,2021-03-09T09:09:46+00:00
341836,IN-0234,heliport,Mizoram University Heliport,23.732.843,9.265.553,,AS,India,IN,Mizoram,IN-MZ,MZ,Aizawl,0,,,,,,,0,2021-03-09T09:10:35+00:00
341837,IN-0235,heliport,Mualpui Helipot,23.715.285,92.736.057,,AS,India,IN,Mizoram,IN-MZ,MZ,Aizawl,0,,,,,,,0,2021-03-09T09:11:34+00:00
306913,IN-0082,heliport,Ajog Heliport,32.921.925,76.457.747,7460,AS,India,IN,Himachal Pradesh,IN-HP,HP,Ajog,0,,,,,,,0,2022-08-03T10:20:19+00:00
340154,IN-0152,heliport,Alappuzha Heliport,949.414,7.631.942,20,AS,India,IN,Kerala,IN-KL,KL,Alappuzha,0,,,,,,,0,2021-03-09T23:28:03+00:00
341813,IN-0227,heliport,Saily Police Training School Heliport,20.252.858,73.035.821,,AS,India,IN,Dadra and Nagar Haveli and Daman and Diu,IN-DH,DH,Alok,0,,,,,,,0,2021-03-08T16:44:19+00:00
340130,IN-0129,heliport,Amaravati Heliport,1.654.477,8.052.135,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Amaravati,0,,,,,,,0,2021-01-25T19:16:27+00:00
340162,IN-0159,heliport,Amini Helipad,1.113.496,7.273.172,,AS,India,IN,Lakshadweep,IN-LD,LD,Amini,0,,,,,,,0,2021-01-25T21:05:38+00:00
430015,IN-0362,heliport,Anachal Heliport / Southern Skies Balloonport,1.002.322,7.703.309,3035,AS,India,IN,Kerala,IN-KL,KL,Anachal,0,,,,,,,0,2022-09-20T14:10:04+00:00
340127,IN-0126,heliport,Anaparthi Heliport,1.694.338,8.195.439,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Anaparthi,0,,,,,,,0,2021-01-25T19:12:27+00:00
340165,IN-0161,heliport,Andrott Heliport,1.081.316,7.369.946,,AS,India,IN,Lakshadweep,IN-LD,LD,Andrott,0,,,,,,,0,2021-01-25T21:07:55+00:00
340176,IN-0172,heliport,Vagator Helipad,1.559.946,7.373.368,,AS,India,IN,Goa,IN-GA,GA,Anjuna,0,,,,,,,0,2021-01-25T21:25:41+00:00
340171,IN-0167,heliport,Areshiroor Helipad,1.382.919,7.474.877,,AS,India,IN,Karnataka,IN-KA,KA,Areshiroor,0,,,,,,,0,2021-01-25T21:17:43+00:00
340172,IN-0168,heliport,INS Kadamba Heliport,1.476.987,7.415.487,,AS,India,IN,Karnataka,IN-KA,KA,Arga,0,,,,,,,0,2021-01-25T21:18:26+00:00
340557,IN-0179,heliport,Dalapchand Heliport,27.193.387,88.675.583,,AS,India,IN,Sikkim,IN-SK,SK,Aritar,0,,,,,,,0,2021-02-03T10:53:12+00:00
340005,IN-0105,closed,Ashoknagar Airfield,2.283.809,8.861.521,,AS,India,IN,West Bengal,IN-WB,WB,Ashoknagar,0,,,,,,,0,2021-01-21T17:36:19+00:00
341982,IN-0271,heliport,Ayiranalloor Heliport,8.9858,769.729,586,AS,India,IN,Kerala,IN-KL,KL,Ayiranalloor,0,,,,,,,0,2021-03-09T23:54:49+00:00
340147,IN-0145,closed,Badangi Airstrip,184.884,833.829,,AS,India,IN,Andhra Pradesh,IN-AP,AP,Badangi,0,,,,,,,0,2021-01-25T20:07:34+00:00
341757,IN-0198,heliport,Bagalkot Heliport,16.167.272,75.671.748,,AS,India,IN,Karnataka,IN-KA,KA,Bagalkot,0,,,,,,,0,2021-03-08T10:57:39+00:00
356133,IN-0339,heliport,NOCCi Business Park Heliport,21.495.281,86.883.622,62,AS,India,IN,Odisha,IN-OR,OR,Balasore,0,,,,,,,0,2022-08-11T10:16:17+00:00
